game_name,released_date,platform,overall_rating,exceptional,recommended,meh,skip,metacritic,suggestions_count,tags,all,new_tags,new_plat,year
Hyperdimension Neptunia Re;Birth3 V Generation / 神次次元ゲイム ネプテューヌRe;Birth3 V CENTURY,12/18/2014,"PC', 'PS Vita'",3.62,3,16,8,2,70,812,"singleplayer', 'rpg', 'funny', 'fantasy', 'comedy', 'anime', 'nudity', 'cute', 'memes', 'jrpg'",", 'all","singleplayer', 'rpg', 'funny', 'fantasy', 'comedy', 'anime', 'nudity', 'cute', 'memes', 'jrpg', 'all","PC', 'PS Vita', 'all",2014
Toren,5/11/2015,"PC', 'PlayStation 4', 'macOS'",2.79,2,8,18,10,57,598,"singleplayer', 'atmospheric', 'rpg', 'fantasy', 'short', 'dragons'",", 'all","singleplayer', 'atmospheric', 'rpg', 'fantasy', 'short', 'dragons', 'all","PC', 'PlayStation 4', 'macOS', 'all",2015
Danganronpa Another Episode: Ultra Despair Girls,9/25/2014,"PC', 'PS Vita'",3.77,16,53,16,7,70,357,"singleplayer', 'horror', 'violent', 'anime', 'nudity', 'detective'",", 'all","singleplayer', 'horror', 'violent', 'anime', 'nudity', 'detective', 'all","PC', 'PS Vita', 'all",2014
Strike Suit Infinity,4/30/2013,PC',2.82,1,5,6,5,66,259,"singleplayer', 'controller', 'space', 'mechs', 'flight'",", 'all","singleplayer', 'controller', 'space', 'mechs', 'flight', 'all","PC', 'all",2013
The Legend of Heroes VIII: Trails of Cold Steel,9/26/2013,"PC', 'PlayStation 4', 'PlayStation 3', 'PS Vita'",3.95,25,32,11,6,79,332,"singleplayer', 'rpg', 'fantasy', 'anime', 'cute', 'jrpg'",", 'all","singleplayer', 'rpg', 'fantasy', 'anime', 'cute', 'jrpg', 'all","PC', 'PlayStation 4', 'PlayStation 3', 'PS Vita', 'all",2013
So Many Me,7/17/2014,"PC', 'Xbox One', 'PlayStation 4', 'macOS', 'Linux'",2.92,4,14,21,13,78,420,"singleplayer', 'cute', 'lemmings'",", 'all","singleplayer', 'cute', 'lemmings', 'all","PC', 'Xbox One', 'PlayStation 4', 'macOS', 'Linux', 'all",2014
Fire Emblem Awakening,4/19/2012,Nintendo 3DS',4.38,110,86,16,4,92,400,exclusive',", 'all","exclusive', 'all","Nintendo 3DS', 'all",2012
Rocksmith,10/18/2011,"PC', 'Xbox 360', 'PlayStation 3'",4.15,22,46,5,2,78,369,"singleplayer', 'music', 'education', 'rhythm'",", 'all","singleplayer', 'music', 'education', 'rhythm', 'all","PC', 'Xbox 360', 'PlayStation 3', 'all",2011
Men of War: Vietnam,9/7/2011,PC',3.12,1,8,3,4,68,544,"singleplayer', 'multiplayer', 'cooperative', 'tactical', 'war', 'historical', 'rts'",", 'all","singleplayer', 'multiplayer', 'cooperative', 'tactical', 'war', 'historical', 'rts', 'all","PC', 'all",2011
Lilly Looking Through,10/31/2013,"PC', 'macOS'",3.25,1,6,7,2,71,579,"singleplayer', 'short', 'cute', 'kickstarter'",", 'all","singleplayer', 'short', 'cute', 'kickstarter', 'all","PC', 'macOS', 'all",2013
Section 8: Prejudice,3/1/2011,"PC', 'Xbox 360', 'PlayStation 3'",2.97,2,5,21,5,77,616,"singleplayer', 'multiplayer', 'fps'",", 'all","singleplayer', 'multiplayer', 'fps', 'all","PC', 'Xbox 360', 'PlayStation 3', 'all",2011
NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,9/11/2014,"PC', 'Xbox 360', 'PlayStation 3'",3.65,7,55,24,5,61,406,"singleplayer', 'multiplayer', 'cooperative', 'fantasy', 'comedy', 'controller', 'anime', 'pvp', 'ninja'",", 'all","singleplayer', 'multiplayer', 'cooperative', 'fantasy', 'comedy', 'controller', 'anime', 'pvp', 'ninja', 'all","PC', 'Xbox 360', 'PlayStation 3', 'all",2014
Life is Feudal: Your Own,11/17/2015,PC',2.64,1,12,16,15,63,463,"singleplayer', 'multiplayer', 'atmospheric', 'rpg', 'cooperative', 'sandbox', 'survival', 'stats', 'historical', 'crafting', 'medieval', 'building', 'mmorpg'",", 'all","singleplayer', 'multiplayer', 'atmospheric', 'rpg', 'cooperative', 'sandbox', 'survival', 'stats', 'historical', 'crafting', 'medieval', 'building', 'mmorpg', 'all","PC', 'all",2015
Chaos Reborn,10/25/2015,"PC', 'macOS', 'Linux'",2.6,,4,6,5,85,564,"singleplayer', 'multiplayer', 'rpg', 'fantasy', 'tactical', 'magic', 'kickstarter'",", 'all","singleplayer', 'multiplayer', 'rpg', 'fantasy', 'tactical', 'magic', 'kickstarter', 'all","PC', 'macOS', 'Linux', 'all",2015
Battleplan: American Civil War,7/4/2014,PC',1.67,,,4,8,66,307,"singleplayer', 'stats', 'historical'",", 'all","singleplayer', 'stats', 'historical', 'all","PC', 'all",2014
Super Splatters,6/26/2013,"PC', 'macOS', 'Linux'",2.54,,2,7,4,73,210,"singleplayer', 'physics'",", 'all","singleplayer', 'physics', 'all","PC', 'macOS', 'Linux', 'all",2013
SPACE HULK ASCENSION,11/12/2014,"PC', 'PlayStation 4', 'Xbox One', 'macOS', 'Linux'",2.93,1,4,18,4,72,512,"singleplayer', 'rpg', 'tactical'",", 'all","singleplayer', 'rpg', 'tactical', 'all","PC', 'PlayStation 4', 'Xbox One', 'macOS', 'Linux', 'all",2014
Pandemic: The Board Game,10/3/2013,"PC', 'Xbox One', 'Nintendo Switch', 'iOS', 'Android'",3.22,2,10,11,4,83,321,"singleplayer', 'multiplayer', 'cooperative'",", 'all","singleplayer', 'multiplayer', 'cooperative', 'all","PC', 'Xbox One', 'Nintendo Switch', 'iOS', 'Android', 'all",2013
Naval Warfare,5/25/2011,PC',1.77,,,5,8,57,581,"singleplayer', 'multiplayer', 'steampunk', 'naval'",", 'all","singleplayer', 'multiplayer', 'steampunk', 'naval', 'all","PC', 'all",2011
Overlord: Fellowship of Evil,10/19/2015,"PC', 'Xbox One', 'PlayStation 4'",2.77,1,5,10,6,31,375,"singleplayer', 'multiplayer', 'rpg', 'cooperative'",", 'all","singleplayer', 'multiplayer', 'rpg', 'cooperative', 'all","PC', 'Xbox One', 'PlayStation 4', 'all",2015
Resident Evil Code: Veronica X HD,9/8/2011,"Xbox One', 'PlayStation 4', 'Xbox 360', 'PlayStation 3', 'PlayStation 2'",4.07,42,53,16,6,72,577,"horror', 'zombies', 'online', 'destruction', 'city', 'island', 'gun'",", 'all","horror', 'zombies', 'online', 'destruction', 'city', 'island', 'gun', 'all","Xbox One', 'PlayStation 4', 'Xbox 360', 'PlayStation 3', 'PlayStation 2', 'all",2011
Rebuild 3: Gangs of Deadsville,5/28/2015,"PC', 'iOS', 'Android', 'macOS'",3.22,3,6,5,4,75,418,"singleplayer', 'rpg', 'sandbox', 'survival', 'zombies', 'building', 'management', 'kickstarter'",", 'all","singleplayer', 'rpg', 'sandbox', 'survival', 'zombies', 'building', 'management', 'kickstarter', 'all","PC', 'iOS', 'Android', 'macOS', 'all",2015
Crowntakers,11/7/2014,"PC', 'iOS', 'Android', 'macOS', 'Linux'",2.38,1,2,4,6,70,360,"singleplayer', 'rpg', 'fantasy', 'roguelike'",", 'all","singleplayer', 'rpg', 'fantasy', 'roguelike', 'all","PC', 'iOS', 'Android', 'macOS', 'Linux', 'all",2014
Penarium,9/22/2015,"PC', 'PlayStation 4', 'Xbox One', 'iOS', 'Android', 'macOS', 'Linux'",3.06,2,5,5,4,80,253,"singleplayer', 'funny', 'difficult'",", 'all","singleplayer', 'funny', 'difficult', 'all","PC', 'PlayStation 4', 'Xbox One', 'iOS', 'Android', 'macOS', 'Linux', 'all",2015
BLACKHOLE,2/27/2015,"PC', 'PlayStation 4', 'Xbox One', 'macOS', 'Linux'",2.4,1,5,8,11,82,455,"singleplayer', 'funny', 'difficult', 'comedy', 'stats', 'space', 'overlay', 'achievements', 'gamemaker'",", 'all","singleplayer', 'funny', 'difficult', 'comedy', 'stats', 'space', 'overlay', 'achievements', 'gamemaker', 'all","PC', 'PlayStation 4', 'Xbox One', 'macOS', 'Linux', 'all",2015
DUNGEONS,2/4/2011,PC',2.73,1,2,8,4,65,598,"singleplayer', 'rpg', 'fantasy'",", 'all","singleplayer', 'rpg', 'fantasy', 'all","PC', 'all",2011
rain,6/5/2013,PlayStation 3',3.57,9,28,30,3,72,419,exclusive',", 'all","exclusive', 'all","PlayStation 3', 'all",2013
WRC 5 FIA World Rally Championship,10/8/2015,"PC', 'Xbox One', 'PlayStation 4', 'Xbox 360', 'PlayStation 3', 'PS Vita'",2.89,2,9,26,9,65,303,"singleplayer', 'multiplayer', 'driving', 'night', 'cars', 'offroad'",", 'all","singleplayer', 'multiplayer', 'driving', 'night', 'cars', 'offroad', 'all","PC', 'Xbox One', 'PlayStation 4', 'Xbox 360', 'PlayStation 3', 'PS Vita', 'all",2015
Trials Evolution: Gold Edition,3/21/2013,PC',3.91,9,36,5,3,85,520,"singleplayer', 'multiplayer', 'difficult'",", 'all","singleplayer', 'multiplayer', 'difficult', 'all","PC', 'all",2013
Five Nights at Freddy's 3,3/2/2015,"PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'iOS', 'Android'",2.97,3,22,28,15,68,238,"singleplayer', 'atmospheric', 'horror', 'difficult', 'gore', 'survival', 'dark', 'mystery', 'robots'",", 'all","singleplayer', 'atmospheric', 'horror', 'difficult', 'gore', 'survival', 'dark', 'mystery', 'robots', 'all","PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'iOS', 'Android', 'all",2015
Tekken Revolution,6/11/2013,PlayStation 3',3.25,1,24,16,7,70,570,exclusive',", 'all","exclusive', 'all","PlayStation 3', 'all",2013
Master Reboot,10/29/2013,"PC', 'macOS', 'PlayStation 3', 'Wii U'",2.25,,5,10,13,59,320,"singleplayer', 'atmospheric', 'horror', 'exploration', 'cyberpunk', 'surreal'",", 'all","singleplayer', 'atmospheric', 'horror', 'exploration', 'cyberpunk', 'surreal', 'all","PC', 'macOS', 'PlayStation 3', 'Wii U', 'all",2013
King Arthur II: The Role-Playing Wargame,1/27/2012,PC',2.73,,3,5,3,66,537,"singleplayer', 'rpg', 'fantasy', 'rts'",", 'all","singleplayer', 'rpg', 'fantasy', 'rts', 'all","PC', 'all",2012
Two Brothers,11/11/2013,PC',1.5,,1,,5,57,176,"singleplayer', 'rpg', 'retro'",", 'all","singleplayer', 'rpg', 'retro', 'all","PC', 'all",2013
Oknytt,7/8/2013,PC',3.27,2,8,9,3,61,366,"singleplayer', 'atmospheric', 'dark', 'mythology'",", 'all","singleplayer', 'atmospheric', 'dark', 'mythology', 'all","PC', 'all",2013
The Deer God,2/27/2015,"PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'iOS', 'Android', 'macOS', 'Linux', 'PS Vita', 'Wii U'",2.67,1,6,19,10,59,447,"singleplayer', 'atmospheric'",", 'all","singleplayer', 'atmospheric', 'all","PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'iOS', 'Android', 'macOS', 'Linux', 'PS Vita', 'Wii U', 'all",2015
Dungeons - The Dark Lord,9/27/2011,PC',2.55,,1,7,3,72,458,"singleplayer', 'multiplayer', 'rpg'",", 'all","singleplayer', 'multiplayer', 'rpg', 'all","PC', 'all",2011
Takedown: Red Sabre,9/20/2013,"PC', 'Xbox 360'",1.96,1,1,9,15,34,480,"singleplayer', 'multiplayer', 'cooperative', 'horror', 'fps', 'funny', 'difficult', 'stealth', 'tactical', 'realistic', 'kickstarter'",", 'all","singleplayer', 'multiplayer', 'cooperative', 'horror', 'fps', 'funny', 'difficult', 'stealth', 'tactical', 'realistic', 'kickstarter', 'all","PC', 'Xbox 360', 'all",2013
FOTONICA,9/11/2014,"PC', 'iOS', 'Android', 'macOS', 'Linux'",3.41,,21,7,4,71,210,"singleplayer', 'multiplayer', 'stats', 'minimalist', 'abstract', 'runner'",", 'all","singleplayer', 'multiplayer', 'stats', 'minimalist', 'abstract', 'runner', 'all","PC', 'iOS', 'Android', 'macOS', 'Linux', 'all",2014
Call of Juarez: The Cartel,5/20/2011,"PC', 'Xbox One', 'Xbox 360'",2.75,5,14,59,25,51,536,"singleplayer', 'multiplayer', 'fps', 'nudity', 'western'",", 'all","singleplayer', 'multiplayer', 'fps', 'nudity', 'western', 'all","PC', 'Xbox One', 'Xbox 360', 'all",2011
WWE 2K15,9/30/2014,"PC', 'Xbox One', 'PlayStation 4', 'Xbox 360', 'PlayStation 3'",2.98,4,19,28,14,59,383,"multiplayer', 'online', 'programming', 'wrestling'",", 'all","multiplayer', 'online', 'programming', 'wrestling', 'all","PC', 'Xbox One', 'PlayStation 4', 'Xbox 360', 'PlayStation 3', 'all",2014
Fly'N,11/9/2012,PC',2.95,3,3,10,5,80,429,"singleplayer', 'difficult', 'stats', 'cute'",", 'all","singleplayer', 'difficult', 'stats', 'cute', 'all","PC', 'all",2012
Aliens: Colonial Marines,2/11/2013,"PC', 'Xbox 360', 'PlayStation 3'",2.73,4,18,41,25,45,603,"multiplayer', 'aliens', 'online', 'blood', 'weapons', 'alien', 'guns', 'fox', 'flamethrower', 'acheron', 'xenomorph'",", 'all","multiplayer', 'aliens', 'online', 'blood', 'weapons', 'alien', 'guns', 'fox', 'flamethrower', 'acheron', 'xenomorph', 'all","PC', 'Xbox 360', 'PlayStation 3', 'all",2013
Concrete Jungle,9/23/2015,"PC', 'iOS', 'Android', 'macOS'",3.56,5,13,5,4,76,292,"singleplayer', 'isometric', 'colorful'",", 'all","singleplayer', 'isometric', 'colorful', 'all","PC', 'iOS', 'Android', 'macOS', 'all",2015
The Book of Unwritten Tales: The Critter Chronicles,12/4/2012,"PC', 'macOS', 'Linux'",3.09,,14,2,6,73,609,"singleplayer', 'funny', 'fantasy', 'comedy'",", 'all","singleplayer', 'funny', 'fantasy', 'comedy', 'all","PC', 'macOS', 'Linux', 'all",2012
Face Noir,12/14/2012,PC',2.44,,1,5,3,59,426,"singleplayer', 'mystery', 'detective', 'noir'",", 'all","singleplayer', 'mystery', 'detective', 'noir', 'all","PC', 'all",2012
Order of Battle: World War II,4/29/2015,"PC', 'Xbox One', 'macOS'",2.69,,5,6,5,81,361,"singleplayer', 'multiplayer', 'tactical', 'moddable', 'war', 'historical', 'wargame'",", 'all","singleplayer', 'multiplayer', 'tactical', 'moddable', 'war', 'historical', 'wargame', 'all","PC', 'Xbox One', 'macOS', 'all",2015
Ninja Pizza Girl,9/30/2015,"PC', 'PlayStation 4', 'Xbox One', 'iOS', 'macOS', 'Linux', 'Wii U'",2.76,1,6,4,6,82,199,"singleplayer', 'parkour', 'ninja'",", 'all","singleplayer', 'parkour', 'ninja', 'all","PC', 'PlayStation 4', 'Xbox One', 'iOS', 'macOS', 'Linux', 'Wii U', 'all",2015
Heroes of the Storm,6/2/2015,"PC', 'macOS'",3.72,39,127,57,16,86,594,moba',", 'all","moba', 'all","PC', 'macOS', 'all",2015
TrackMania² Canyon,9/14/2011,PC',3.8,9,29,3,5,81,444,"singleplayer', 'multiplayer', 'controller', 'vr'",", 'all","singleplayer', 'multiplayer', 'controller', 'vr', 'all","PC', 'all",2011
Super Mario 3D World,11/21/2013,"Nintendo Switch', 'Wii U'",4.38,89,93,10,2,93,358,platform',", 'all","platform', 'all","Nintendo Switch', 'Wii U', 'all",2013
Armikrog,9/29/2015,"PC', 'Xbox One', 'PlayStation 4', 'macOS', 'Linux', 'Wii U'",3.16,3,20,32,8,57,368,"singleplayer', 'atmospheric', 'comedy', 'puzzles', 'kickstarter'",", 'all","singleplayer', 'atmospheric', 'comedy', 'puzzles', 'kickstarter', 'all","PC', 'Xbox One', 'PlayStation 4', 'macOS', 'Linux', 'Wii U', 'all",2015
Bloodsports.TV,3/30/2015,PC',2,,1,4,6,69,388,"singleplayer', 'multiplayer', 'cooperative', 'exclusive', 'moba'",", 'all","singleplayer', 'multiplayer', 'cooperative', 'exclusive', 'moba', 'all","PC', 'all",2015
Darkest Hour: A Hearts of Iron Game,4/5/2011,PC',2.72,2,3,7,6,81,383,"singleplayer', 'multiplayer', 'moddable', 'war', 'historical', 'rts', 'military', 'wargame'",", 'all","singleplayer', 'multiplayer', 'moddable', 'war', 'historical', 'rts', 'military', 'wargame', 'all","PC', 'all",2011
Crimzon Clover: World Ignition,6/5/2014,PC',3.67,7,8,6,3,85,474,"singleplayer', 'difficult'",", 'all","singleplayer', 'difficult', 'all","PC', 'all",2014
Avernum: Escape From the Pit,4/11/2012,"PC', 'iOS', 'macOS'",2.89,1,8,4,6,76,483,"singleplayer', 'rpg', 'fantasy', 'stats', 'isometric', 'remake', 'crpg'",", 'all","singleplayer', 'rpg', 'fantasy', 'stats', 'isometric', 'remake', 'crpg', 'all","PC', 'iOS', 'macOS', 'all",2012
Magic: The Gathering - Duels of the Planeswalkers 2013,6/19/2012,"PC', 'Xbox 360', 'PlayStation 3'",3.74,10,18,16,2,77,249,"singleplayer', 'multiplayer', 'cooperative', 'fantasy', 'stats', 'magic'",", 'all","singleplayer', 'multiplayer', 'cooperative', 'fantasy', 'stats', 'magic', 'all","PC', 'Xbox 360', 'PlayStation 3', 'all",2012
Astebreed,5/29/2014,"PC', 'PlayStation 4', 'Nintendo Switch'",3.4,3,12,12,3,86,551,"singleplayer', 'controller', 'space', 'anime', 'futuristic', 'robots', 'surreal', 'destruction', 'narration', 'mechs'",", 'all","singleplayer', 'controller', 'space', 'anime', 'futuristic', 'robots', 'surreal', 'destruction', 'narration', 'mechs', 'all","PC', 'PlayStation 4', 'Nintendo Switch', 'all",2014
Fieldrunners 2,7/19/2012,"PC', 'iOS', 'Android', 'PS Vita'",3.56,3,12,8,2,73,390,singleplayer',", 'all","singleplayer', 'all","PC', 'iOS', 'Android', 'PS Vita', 'all",2012
PHANTOM BREAKER: BATTLE GROUNDS,3/13/2014,"PC', 'Xbox One', 'Xbox 360', 'PS Vita'",3.64,4,19,7,3,64,466,"singleplayer', 'multiplayer', 'cooperative', 'retro', 'anime', 'cute'",", 'all","singleplayer', 'multiplayer', 'cooperative', 'retro', 'anime', 'cute', 'all","PC', 'Xbox One', 'Xbox 360', 'PS Vita', 'all",2014
Oozi: Earth Adventure,12/5/2013,PC',2.76,,4,9,4,66,243,singleplayer',", 'all","singleplayer', 'all","PC', 'all",2013
BADLAND,4/4/2013,"PlayStation 4', 'iOS', 'Android'",3.75,15,42,21,5,78,403,"multiplayer', 'survival', 'controller', 'physics', 'friends', 'traps', 'forest', 'flowers'",", 'all","multiplayer', 'survival', 'controller', 'physics', 'friends', 'traps', 'forest', 'flowers', 'all","PlayStation 4', 'iOS', 'Android', 'all",2013
Grotesque Tactics 2 – Dungeons and Donuts,11/17/2011,PC',1.53,,,4,11,48,567,"singleplayer', 'rpg', 'funny', 'fantasy', 'comedy', 'tactical', 'parody'",", 'all","singleplayer', 'rpg', 'funny', 'fantasy', 'comedy', 'tactical', 'parody', 'all","PC', 'all",2011
Angry Video Game Nerd Adventures,9/20/2013,"PC', 'Nintendo 3DS', 'Wii U'",3.61,5,25,10,4,77,351,"singleplayer', 'funny', 'difficult', 'comedy', 'controller', 'retro', 'nudity', 'memes', 'satire'",", 'all","singleplayer', 'funny', 'difficult', 'comedy', 'controller', 'retro', 'nudity', 'memes', 'satire', 'all","PC', 'Nintendo 3DS', 'Wii U', 'all",2013
Sword Art Online Re: Hollow Fragment,7/28/2015,"PC', 'PlayStation 4'",2.91,4,8,21,10,65,546,"singleplayer', 'multiplayer', 'rpg', 'anime', 'jrpg', 'mmorpg'",", 'all","singleplayer', 'multiplayer', 'rpg', 'anime', 'jrpg', 'mmorpg', 'all","PC', 'PlayStation 4', 'all",2015
Nightmares from the Deep 2: The Siren`s Call,7/23/2013,"PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'iOS', 'Android', 'macOS', 'Linux'",3.52,2,18,8,3,69,648,"singleplayer', 'other', 'pirates', 'lifestyle'",", 'all","singleplayer', 'other', 'pirates', 'lifestyle', 'all","PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'iOS', 'Android', 'macOS', 'Linux', 'all",2013
1001 Spikes,6/3/2014,"PC', 'Xbox One', 'PlayStation 4', 'Nintendo 3DS', 'macOS', 'Linux', 'PS Vita', 'Wii U'",3.63,1,12,5,1,80,345,"singleplayer', 'multiplayer', 'cooperative', 'difficult', 'retro'",", 'all","singleplayer', 'multiplayer', 'cooperative', 'difficult', 'retro', 'all","PC', 'Xbox One', 'PlayStation 4', 'Nintendo 3DS', 'macOS', 'Linux', 'PS Vita', 'Wii U', 'all",2014
Cossacks: European Wars,8/26/2011,PC',4.24,22,41,3,1,74,126,"singleplayer', 'exclusive', 'historical', 'rts'",", 'all","singleplayer', 'exclusive', 'historical', 'rts', 'all","PC', 'all",2011
Skyward Collapse,5/23/2013,"PC', 'macOS', 'Linux'",2.57,,1,4,2,64,476,"singleplayer', 'multiplayer', 'fantasy'",", 'all","singleplayer', 'multiplayer', 'fantasy', 'all","PC', 'macOS', 'Linux', 'all",2013
Fairy Fencer F,10/10/2013,"PC', 'PlayStation 3'",3.32,3,13,7,5,66,516,"singleplayer', 'multiplayer', 'rpg', 'fantasy', 'comedy', 'anime', 'nudity', 'cute', 'jrpg'",", 'all","singleplayer', 'multiplayer', 'rpg', 'fantasy', 'comedy', 'anime', 'nudity', 'cute', 'jrpg', 'all","PC', 'PlayStation 3', 'all",2013
Darkout,1/9/2013,PC',3.11,1,1,6,1,55,402,"singleplayer', 'sandbox', 'survival', 'space', 'crafting'",", 'all","singleplayer', 'sandbox', 'survival', 'space', 'crafting', 'all","PC', 'all",2013
Disney Epic Mickey 2: The Power of Two,3/20/2012,"PC', 'Xbox One', 'Xbox 360', 'PlayStation 3', 'Wii U', 'Wii'",3.24,3,18,24,6,59,533,"singleplayer', 'cooperative', 'horror'",", 'all","singleplayer', 'cooperative', 'horror', 'all","PC', 'Xbox One', 'Xbox 360', 'PlayStation 3', 'Wii U', 'Wii', 'all",2012
Eidolon,8/1/2014,"PC', 'macOS'",3.21,,3,11,,64,266,"singleplayer', 'atmospheric', 'survival', 'exploration', 'nature'",", 'all","singleplayer', 'atmospheric', 'survival', 'exploration', 'nature', 'all","PC', 'macOS', 'all",2014
Thea: The Awakening,11/19/2015,"PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch'",3.29,4,13,8,6,73,392,"singleplayer', 'rpg', 'cooperative', 'fantasy', 'survival', 'crafting', 'roguelike', 'overlay'",", 'all","singleplayer', 'rpg', 'cooperative', 'fantasy', 'survival', 'crafting', 'roguelike', 'overlay', 'all","PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'all",2015
Men of War: Condemned Heroes,3/30/2012,PC',3.39,2,9,4,3,57,445,"singleplayer', 'multiplayer', 'war', 'rts'",", 'all","singleplayer', 'multiplayer', 'war', 'rts', 'all","PC', 'all",2012
HoPiKo,9/24/2015,"PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'iOS', 'macOS'",2.62,,3,6,4,82,175,singleplayer',", 'all","singleplayer', 'all","PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'iOS', 'macOS', 'all",2015
Pro Evolution Soccer 2014,9/20/2013,"PC', 'Xbox 360', 'PlayStation 3', 'PSP'",2.75,3,11,24,15,77,652,"physics', 'soccer', 'animation'",", 'all","physics', 'soccer', 'animation', 'all","PC', 'Xbox 360', 'PlayStation 3', 'PSP', 'all",2013
Sword of the Stars II: Enhanced Edition,11/30/2012,PC',2.33,,2,5,5,65,318,"singleplayer', 'multiplayer', 'tactical', 'space'",", 'all","singleplayer', 'multiplayer', 'tactical', 'space', 'all","PC', 'all",2012
99 Levels To Hell,2/25/2013,"PC', 'macOS', 'Linux'",2.5,,2,9,5,66,305,"singleplayer', 'rpg', 'roguelike', 'roguelite'",", 'all","singleplayer', 'rpg', 'roguelike', 'roguelite', 'all","PC', 'macOS', 'Linux', 'all",2013
Persona 4 Arena Ultimax,8/28/2014,"PC', 'PlayStation 4', 'Nintendo Switch', 'Xbox 360', 'PlayStation 3'",3.82,9,33,10,3,83,439,"singleplayer', 'multiplayer', 'anime', 'pvp', 'story', 'online', 'challenge', 'arena'",", 'all","singleplayer', 'multiplayer', 'anime', 'pvp', 'story', 'online', 'challenge', 'arena', 'all","PC', 'PlayStation 4', 'Nintendo Switch', 'Xbox 360', 'PlayStation 3', 'all",2014
Farming Simulator 15,10/30/2014,"PC', 'Xbox One', 'PlayStation 4', 'macOS', 'Xbox 360', 'PlayStation 3'",3.54,5,36,11,7,64,355,"singleplayer', 'multiplayer', 'atmospheric', 'cooperative', 'sandbox', 'moddable', 'physics', 'realistic', 'driving', 'management', 'relaxing', 'economy', 'mod', 'agriculture'",", 'all","singleplayer', 'multiplayer', 'atmospheric', 'cooperative', 'sandbox', 'moddable', 'physics', 'realistic', 'driving', 'management', 'relaxing', 'economy', 'mod', 'agriculture', 'all","PC', 'Xbox One', 'PlayStation 4', 'macOS', 'Xbox 360', 'PlayStation 3', 'all",2014
